Id,SalePrice
1461,127282.328358
1462,151743.337869
1463,183773.639067
1464,183107.005059
1465,198124.2337
1466,185076.434837
1467,167901.252315
1468,175045.913141
1469,183871.322093
1470,124448.180465
1471,196597.325418
1472,92809.228941
1473,100253.119967
1474,151272.632562
1475,129816.054704
1476,390964.306016
1477,255617.052857
1478,310011.950548
1479,292342.970706
1480,442091.342778
1481,313746.6865
1482,205505.016417
1483,178569.664719
1484,170724.731471
1485,173423.428805
1486,196352.174608
1487,340472.008714
1488,243951.954524
1489,204982.901969
1490,200857.171532
1491,189527.619885
1492,92885.8484659
1493,175354.74298
1494,289998.39981
1495,296679.5563
1496,220400.298268
1497,182380.972463
1498,155645.005889
1499,154023.894222
1500,163608.973794
1501,172319.650225
1502,156794.426353
1503,299207.521452
1504,231185.576526
1505,212298.715252
1506,170490.199286
1507,248439.538381
1508,196802.151905
1509,161374.617154
1510,145111.641039
1511,147511.501556
1512,166321.397143
1513,148210.675933
1514,161274.808987
1515,186438.157126
1516,155485.132116
1517,156664.129365
1518,135201.119785
1519,220786.104185
1520,139301.300468
1521,142338.299218
1522,162127.248641
1523,113471.272588
1524,123031.261727
1525,126348.544833
1526,129587.503336
1527,104750.328644
1528,127059.551205
1529,138575.135109
1530,159483.62242
1531,136511.678297
1532,106883.516254
1533,151728.211609
1534,114282.610261
1535,160718.78842
1536,119686.248831
1537,84221.0419683
1538,179504.36
1539,227657.789603
1540,115444.203333
1541,150578.585135
1542,148262.542243
1543,212505.079
1544,79016.3937729
1545,107185.918421
1546,126633.931587
1547,136855.604639
1548,131467.51489
1549,116051.861754
1550,145084.598595
1551,122283.619913
1552,150473.321151
1553,151523.843
1554,115912.713881
1555,175269.931234
1556,96385.2708616
1557,130562.79119
1558,92491.0492857
1559,121801.989143
1560,156047.861296
1561,153704.76498
1562,126304.802148
1563,120076.782007
1564,162944.590502
1565,156340.571934
1566,221938.363709
1567,82373.1314444
1568,225908.227169
1569,146719.978683
1570,128488.990706
1571,132170.416439
1572,144463.081049
1573,232807.571667
1574,130083.43625
1575,211115.39547
1576,222503.936333
1577,202823.186255
1578,136248.054146
1579,144552.702932
1580,187826.465301
1581,139707.598023
1582,130129.790036
1583,336385.06581
1584,236291.100707
1585,141273.074056
1586,68891.9000794
1587,113249.120082
1588,150248.583084
1589,101243.747517
1590,138229.617215
1591,104587.481398
1592,131084.296645
1593,117194.576455
1594,141076.311333
1595,135639.081226
1596,228024.652667
1597,167193.772143
1598,182665.297795
1599,192943.016645
1600,188480.652358
1601,81935.3442857
1602,115532.510511
1603,97008.3209957
1604,281655.801865
1605,251424.44628
1606,167324.313065
1607,164375.088
1608,215054.627857
1609,196843.0329
1610,167133.002159
1611,154129.262874
1612,175914.818997
1613,175069.718976
1614,126322.058315
1615,86752.3606443
1616,82407.0620728
1617,85697.8954428
1618,126360.414503
1619,133114.690097
1620,171673.078159
1621,150338.018388
1622,151163.146353
1623,286805.64631
1624,212458.737857
1625,134611.566653
1626,166023.389235
1627,187281.560263
1628,283251.011333
1629,176527.385965
1630,356004.782562
1631,216061.182975
1632,249072.417635
1633,168786.277333
1634,187738.022565
1635,186130.394194
1636,164886.87529
1637,183825.428653
1638,200249.389532
1639,184501.9686
1640,250847.128333
1641,183294.05281
1642,217524.793978
1643,226354.950656
1644,222262.90201
1645,186204.089286
1646,154989.14785
1647,165038.733368
1648,138626.721172
1649,138834.075862
1650,126022.340688
1651,122793.685265
1652,93032.3650399
1653,97561.4040509
1654,150976.177797
1655,155203.329039
1656,149254.588027
1657,150475.713151
1658,153439.23199
1659,133053.340202
1660,148329.695934
1661,428133.650243
1662,369364.764752
1663,382489.234571
1664,457648.153571
1665,331794.416476
1666,345930.175833
1667,360462.123864
1668,341597.320132
1669,306311.219647
1670,349086.499672
1671,267057.900894
1672,442650.364571
1673,302534.138444
1674,258789.047173
1675,194914.507506
1676,196529.464342
1677,217331.537488
1678,467884.212571
1679,376868.280507
1680,319587.627524
1681,254934.716365
1682,302119.535156
1683,192906.490494
1684,172867.085289
1685,176371.385159
1686,166123.758333
1687,167637.975606
1688,187115.749133
1689,187823.181921
1690,183987.185719
1691,172581.132346
1692,266820.304333
1693,167924.184758
1694,185763.311933
1695,170149.0
1696,270475.30381
1697,171458.515572
1698,335905.384308
1699,339149.522738
1700,238642.832754
1701,269017.547731
1702,255892.897825
1703,252913.625856
1704,290229.28423
1705,236514.5102
1706,437273.541571
1707,220148.085176
1708,223961.182006
1709,281913.67981
1710,225753.030954
1711,278569.597242
1712,262694.649326
1713,265171.751762
1714,216520.407724
1715,202949.947126
1716,185900.327641
1717,167097.825578
1718,130367.541166
1719,201205.717764
1720,248694.137762
1721,170811.331252
1722,122684.499131
1723,159186.761335
1724,212480.674003
1725,227813.756524
1726,193555.458073
1727,179243.441045
1728,188186.072161
1729,163655.328006
1730,174556.707658
1731,123363.412063
1732,134342.547188
1733,125733.5571
1734,132682.144177
1735,131861.826538
1736,120983.085057
1737,373937.014
1738,213439.318834
1739,281972.870286
1740,198746.946872
1741,186171.188571
1742,173216.020641
1743,169455.617143
1744,281585.305465
1745,222379.707667
1746,250838.574841
1747,215616.664286
1748,207781.702095
1749,161249.758299
1750,151088.34423
1751,229262.920667
1752,122596.517638
1753,140441.218954
1754,207888.946667
1755,168196.66537
1756,125743.366356
1757,118055.233334
1758,147878.45105
1759,166071.117676
1760,157865.912188
1761,156214.311512
1762,176600.967436
1763,170549.425146
1764,118478.828926
1765,165960.334012
1766,172319.212279
1767,208011.889837
1768,140635.035113
1769,165549.996817
1770,140648.832608
1771,136989.823073
1772,137341.420876
1773,139157.33137
1774,136978.134176
1775,135378.774611
1776,121269.013583
1777,115398.635828
1778,127612.122279
1779,118757.519107
1780,171830.011797
1781,128509.018113
1782,96523.8650428
1783,133212.38589
1784,98224.197585
1785,121346.238429
1786,165261.884567
1787,170653.453527
1788,60614.9245238
1789,99485.6589278
1790,84168.6370452
1791,183037.192524
1792,152858.801648
1793,142381.072683
1794,137076.056307
1795,138896.899004
1796,130459.229985
1797,117091.794937
1798,125586.707214
1799,113882.710159
1800,126394.490445
1801,124008.433929
1802,150264.848791
1803,145626.150006
1804,140584.448904
1805,137096.270859
1806,118138.712132
1807,146121.137439
1808,124187.162272
1809,127445.064762
1810,148415.969616
1811,113080.804744
1812,113606.496259
1813,122357.51078
1814,98595.7547675
1815,64010.2825714
1816,104353.411905
1817,126385.783788
1818,135347.618577
1819,113296.491663
1820,82967.9009841
1821,119750.015348
1822,156547.621524
1823,63709.035254
1824,131541.869744
1825,138701.19885
1826,105729.657521
1827,111172.29984
1828,136090.943211
1829,112700.490651
1830,138786.82676
1831,167376.215238
1832,122622.449123
1833,148116.087399
1834,139021.515437
1835,160029.209656
1836,119707.926109
1837,108958.982366
1838,138898.924694
1839,86997.6350672
1840,161945.542562
1841,148579.0791
1842,94003.1722829
1843,144233.855018
1844,140574.462164
1845,151293.587182
1846,152715.250097
1847,155493.103056
1848,63060.5980952
1849,117309.822255
1850,129235.991279
1851,155749.865447
1852,130292.516869
1853,136237.360407
1854,163662.209239
1855,159006.86211
1856,217975.566693
1857,189101.296429
1858,148393.416576
1859,121326.644742
1860,154446.145286
1861,120520.464449
1862,288808.055952
1863,286459.555952
1864,286459.555952
1865,321068.654833
1866,339247.883238
1867,244485.302714
1868,297467.391476
1869,201232.438587
1870,244079.343449
1871,253823.148385
1872,173612.603392
1873,228464.462501
1874,138053.177926
1875,213725.254761
1876,198804.305994
1877,209058.840744
1878,212630.225118
1879,134624.887531
1880,136953.449658
1881,242504.622016
1882,255204.655135
1883,200981.392292
1884,215818.210185
1885,252995.055523
1886,298899.504451
1887,200558.274903
1888,282706.974865
1889,170160.98139
1890,131427.308207
1891,144086.988309
1892,108056.843693
1893,132187.092821
1894,127326.08017
1895,149019.850382
1896,124085.829944
1897,117128.771545
1898,109916.903636
1899,138628.990883
1900,135886.739377
1901,168903.150579
1902,135905.808872
1903,220400.351667
1904,137855.207269
1905,184516.561905
1906,146242.537578
1907,202569.823532
1908,117651.898788
1909,135952.199359
1910,126514.685948
1911,194302.476484
1912,265806.217244
1913,156070.972571
1914,61712.6222857
1915,317587.320556
1916,80254.2552088
1917,259327.011159
1918,137553.675996
1919,164188.952669
1920,172837.943795
1921,401587.830524
1922,336422.791056
1923,196782.502754
1924,236818.313425
1925,222147.421802
1926,381953.233762
1927,138590.219805
1928,162986.114221
1929,127173.385057
1930,134576.455952
1931,143021.335847
1932,150645.387284
1933,178931.00652
1934,181088.595828
1935,178406.696044
1936,188955.175156
1937,182419.052794
1938,172679.343202
1939,252754.811998
1940,195245.698938
1941,180087.041045
1942,186450.98672
1943,195823.659477
1944,319859.009167
1945,367412.131333
1946,154386.780256
1947,308996.558559
1948,172465.557231
1949,249304.588974
1950,186157.236421
1951,255246.279117
1952,226380.115516
1953,160993.265466
1954,201124.222619
1955,134284.835359
1956,269952.631
1957,172570.642042
1958,304428.922952
1959,146722.22919
1960,117336.864856
1961,122389.889298
1962,95642.947619
1963,103544.733333
1964,112690.601279
1965,147672.668085
1966,149015.161195
1967,301496.904116
1968,400791.284444
1969,376653.911849
1970,402249.921983
1971,391326.259927
1972,356833.484667
1973,273765.464444
1974,321363.778214
1975,444109.761571
1976,285472.413841
1977,381933.606681
1978,348711.292308
1979,341579.304571
1980,199883.68618
1981,341892.499989
1982,222474.488748
1983,208977.623541
1984,168439.907748
1985,207907.208286
1986,207041.96397
1987,172873.462104
1988,177494.447767
1989,187226.022926
1990,221009.150095
1991,220568.379185
1992,217847.609222
1993,170209.643782
1994,244253.682413
1995,179705.546055
1996,263408.190857
1997,312903.789769
1998,353093.571143
1999,256905.491048
2000,295100.96338
2001,269736.526667
2002,234532.956674
2003,264573.106751
2004,271006.724143
2005,229849.645936
2006,224517.437255
2007,250726.259374
2008,204113.85303
2009,189688.528065
2010,188740.696612
2011,140804.893134
2012,174450.113724
2013,183476.222753
2014,193432.895643
2015,198900.611162
2016,193751.476964
2017,202502.753474
2018,120831.562973
2019,133424.673856
2020,114267.272759
2021,115407.234749
2022,182020.491148
2023,143331.930924
2024,235289.750476
2025,363941.882095
2026,181362.373685
2027,157699.675778
2028,153582.216667
2029,173283.47526
2030,267175.249022
2031,235275.475079
2032,247649.230942
2033,269330.177302
2034,165644.567143
2035,204891.565111
2036,184446.901388
2037,189288.558611
2038,282505.138524
2039,207000.979145
2040,362982.455667
2041,275015.728714
2042,198171.258717
2043,161969.01807
2044,174466.882097
2045,222367.98826
2046,141019.946918
2047,152704.329534
2048,133192.714061
2049,135645.998823
2050,182263.530896
2051,109829.155949
2052,136470.390304
2053,141871.945478
2054,84383.2253968
2055,152451.526887
2056,132153.327854
2057,127178.826973
2058,222401.76298
2059,133397.86628
2060,160984.253648
2061,171686.187356
2062,137013.045321
2063,114761.305776
2064,139900.095572
2065,119035.403849
2066,167172.998153
2067,140444.340635
2068,142440.186293
2069,89920.8328718
2070,110036.198136
2071,96476.8404322
2072,138239.673505
2073,135653.67868
2074,182092.114263
2075,148537.473734
2076,120709.11075
2077,142737.937442
2078,129136.463451
2079,133723.096448
2080,116807.327675
2081,122592.66544
2082,134113.658889
2083,142808.583297
2084,111338.123301
2085,133088.79122
2086,128783.98992
2087,120179.920346
2088,106410.980889
2089,91806.1695734
2090,141182.237499
2091,133846.75918
2092,129103.787133
2093,138852.555332
2094,128414.541209
2095,148379.572595
2096,87609.907358
2097,100992.113873
2098,152057.976805
2099,60033.7969365
2100,115245.513333
2101,129830.637133
2102,148384.782476
2103,106294.354965
2104,131654.91483
2105,133379.253238
2106,81411.7692512
2107,223760.733139
2108,119742.310092
2109,121005.576648
2110,132097.467328
2111,148149.664444
2112,142064.897896
2113,120621.975063
2114,111061.975957
2115,149431.703839
2116,112971.657401
2117,152093.431386
2118,122269.111809
2119,104104.08684
2120,109045.17709
2121,94046.985784
2122,107475.020012
2123,89997.7457766
2124,176119.827371
2125,138396.765592
2126,157880.683776
2127,146168.343823
2128,134413.777
2129,102906.703708
2130,148912.461719
2131,160656.066752
2132,120211.402232
2133,118511.03715
2134,123321.588407
2135,107289.262575
2136,87794.0101401
2137,121273.586032
2138,136657.364636
2139,156099.746886
2140,136588.029279
2141,141865.256653
2142,138844.060024
2143,146390.870931
2144,120269.488937
2145,132360.402702
2146,150823.827873
2147,166753.814741
2148,134044.41747
2149,146598.309959
2150,219209.814908
2151,119431.188635
2152,177074.410842
2153,157696.530128
2154,109924.966202
2155,131159.769575
2156,246162.243455
2157,237969.26619
2158,223491.41581
2159,205731.107946
2160,169153.578684
2161,249164.245952
2162,429692.304619
2163,352761.783429
2164,246473.83365
2165,175348.190929
2166,142840.278533
2167,205656.696235
2168,211695.201978
2169,193663.412103
2170,221488.81802
2171,148777.141009
2172,141928.660939
2173,155975.013937
2174,237501.66649
2175,309408.461429
2176,329893.944405
2177,250192.904556
2178,217605.593408
2179,144864.915485
2180,238303.071095
2181,193364.93559
2182,225059.706283
2183,195965.626901
2184,139634.016399
