Id,SalePrice
1461,127246.458175
1462,154901.791405
1463,177403.582707
1464,178556.036411
1465,200881.375277
1466,185682.276739
1467,174630.938739
1468,179801.426287
1469,185685.687581
1470,134086.724166
1471,201849.974794
1472,89658.886523
1473,91427.6950882
1474,155674.938697
1475,148659.380388
1476,343817.906125
1477,253262.838475
1478,280151.759338
1479,241747.050974
1480,474135.250317
1481,310132.448537
1482,206543.732664
1483,176373.626659
1484,183912.097431
1485,169543.940879
1486,197675.438236
1487,329537.572133
1488,241169.588861
1489,209628.187424
1490,181369.532351
1491,197078.242423
1492,100213.038211
1493,171741.364543
1494,287955.785571
1495,304343.158814
1496,218128.969922
1497,184613.823181
1498,153171.668569
1499,153199.545848
1500,145244.18629
1501,174373.238961
1502,172831.507391
1503,281086.309851
1504,219903.787484
1505,207816.560829
1506,179256.633194
1507,206924.745097
1508,212966.228728
1509,158779.153486
1510,148920.294272
1511,154394.987452
1512,168970.315645
1513,148481.060198
1514,153059.165
1515,163555.463884
1516,161253.698766
1517,148707.110425
1518,129209.746992
1519,225692.065577
1520,136747.733762
1521,144254.580416
1522,166314.316249
1523,119927.642864
1524,119849.996074
1525,127825.64601
1526,129368.08151
1527,94617.6823086
1528,131348.962767
1529,142965.094343
1530,164852.971167
1531,127867.048991
1532,110306.757022
1533,162292.575091
1534,119705.40143
1535,152772.73416
1536,111286.055264
1537,68937.8968018
1538,191082.242935
1539,236103.912606
1540,111307.615049
1541,134523.766902
1542,136943.293046
1543,207870.811847
1544,87485.2231416
1545,87439.3062432
1546,119927.641433
1547,137940.072357
1548,131884.588345
1549,105974.844514
1550,124857.648249
1551,123146.754255
1552,130138.463744
1553,135347.898167
1554,117850.313525
1555,168101.863692
1556,95446.3163848
1557,121742.257664
1558,93551.4741379
1559,93903.2029622
1560,132021.309486
1561,119135.768192
1562,122952.122213
1563,128447.065937
1564,169999.846189
1565,160823.706022
1566,187411.982043
1567,79613.6641235
1568,212485.0901
1569,128856.333871
1570,122592.523065
1571,131298.670631
1572,144484.519932
1573,241407.555971
1574,98618.1632473
1575,208841.07855
1576,204069.415715
1577,195096.400814
1578,142469.74351
1579,135929.627954
1580,197246.61399
1581,127316.539453
1582,124489.549344
1583,319311.759686
1584,240493.385848
1585,140333.137853
1586,59125.7658846
1587,109471.720552
